C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_00_468.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_00_468.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_00_468.jpg,0,0,0,7.95E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_00_620.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_00_620.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_00_620.jpg,0,0,0,7.96E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_00_728.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_00_728.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_00_728.jpg,0,0,0,7.87E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_00_840.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_00_840.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_00_840.jpg,0,0,0,7.77E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_00_950.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_00_950.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_00_950.jpg,0,0,0,7.88E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_063.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_063.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_063.jpg,0,0,0,7.80E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_171.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_171.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_171.jpg,0,0,0,7.82E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_285.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_285.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_285.jpg,0,0,0,7.82E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_393.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_393.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_393.jpg,0,0,0,7.81E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_510.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_510.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_510.jpg,0,0,0,8.03E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_618.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_618.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_618.jpg,0,0,0,7.87E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_731.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_731.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_731.jpg,0,0,0,7.80E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_838.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_838.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_838.jpg,0,0,0,7.80E-05
C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\center_2022_11_18_23_14_01_952.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\left_2022_11_18_23_14_01_952.jpg, C:\Users\dell\Downloads\Compressed\final project simulation\simulator-windows-64\track\IMG\right_2022_11_18_23_14_01_952.jpg,0,0,0,7.94E-05
